Account,Expected Sign,Accounts.Account Title,AccountControl.Account Title,Classification,Narration,,,,,,,,,,
003/814,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/815,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/817,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/818,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/819,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/820,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/822,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/824,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/826,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/827,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/828,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/832,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/833,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/834,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/835,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/837,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/838,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/839,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/840,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/841,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/842,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/843,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/844,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/845,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/846,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/847,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/848,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/849,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/850,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/851,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/852,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/853,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/854,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/855,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/856,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/857,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/858,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/859,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/860,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/861,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/862,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/863,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/864,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/865,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/866,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/867,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/868,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/869,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/870,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/871,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/872,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/873,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/874,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/875,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/876,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/877,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/878,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/879,Cr,Deaths and Missing,Cattle Sales,Income,Death and Missing - Beef,,,,,,,,,,
003/900,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/902,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/904,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/906,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/907,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/908,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/912,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/913,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/914,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/915,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/917,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/918,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/919,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/920,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/922,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/924,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/926,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/927,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/928,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/932,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/933,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/934,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/935,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/937,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/938,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/939,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/940,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/941,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/942,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/943,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/944,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/945,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/946,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/947,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/948,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/949,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/950,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/951,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/952,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/953,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/954,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/955,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/956,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/957,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/958,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/959,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/960,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/961,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/962,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/963,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/964,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/965,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/966,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/967,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/968,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/969,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/970,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/971,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/972,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/973,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/974,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/975,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/976,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/977,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/978,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
003/979,Cr,Killed for Own Use,Cattle Sales,Income,Killed for own use - Beef,,,,,,,,,,
004/000,Cr,Dairy Cattle Sales,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/001,Cr,Slink Skins,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/002,Cr,Calves,Dairy Cattle Sales,Income,Bobby Calf Sales - Dairy,,,,,,,,,,
004/004,Cr,R1yr Heifers,Dairy Cattle Sales,Income,R1yr Heifers Sales - Dairy,,,,,,,,,,
004/006,Cr,R2yr Heifers,Dairy Cattle Sales,Income,R2yr Heifers Sales - Dairy,,,,,,,,,,
004/007,Cr,R3yr Heifers,Dairy Cattle Sales,Income,MA Cows Sales - Dairy,,,,,,,,,,
004/008,Cr,MA Cows,Dairy Cattle Sales,Income,MA Cows Sales - Dairy,,,,,,,,,,
004/012,Cr,Bobby Calves,Dairy Cattle Sales,Income,Bobby Calf Sales - Dairy,,,,,,,,,,
004/013,Cr,R1yr Steers/Bulls,Dairy Cattle Sales,Income,R1yr Steers/Bulls - Dairy,,,,,,,,,,
004/014,Cr,R2yr Steers/Bulls,Dairy Cattle Sales,Income,R2yr Steers/Bulls - Dairy,,,,,,,,,,
004/015,Cr,R3yr Steers/Bulls,Dairy Cattle Sales,Income,R3yr Steers/Bulls - Dairy,,,,,,,,,,
004/017,Cr,R1yr Bulls/Steers,Dairy Cattle Sales,Income,R1yr Steers/Bulls - Dairy,,,,,,,,,,
004/018,Cr,R2yr Bulls/Steers,Dairy Cattle Sales,Income,R2yr Steers/Bulls - Dairy,,,,,,,,,,
004/019,Cr,R3yr Bulls/Steers,Dairy Cattle Sales,Income,R3yr Steers/Bulls - Dairy,,,,,,,,,,
004/020,Cr,Breeding Bulls,Dairy Cattle Sales,Income,Breeding Bull Sales - Dairy,,,,,,,,,,
004/030,Cr,Pool Payments,Dairy Cattle Sales,Income,Loyalty Payments - Dairy,,,,,,,,,,
004/040,Cr,Bailed Cows,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/098,Cr,Holding Gains,Dairy Cattle Sales,Income,Holding Gain - Dairy,,,,,,,,,,
004/099,Cr,Dairy Revaluation,Dairy Cattle Sales,Income,Holding Gain - Dairy,,,,,,,,,,
004/100,Cr,National Standard Cost,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/102,Cr,Calves,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/104,Cr,R1yr Heifers,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/106,Cr,R2yr Heifers,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/107,Cr,R3yr Heifers,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/108,Cr,MA Cows,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/112,Cr,Bobby Calves,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/113,Cr,R1yr Steers/Bulls,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/114,Cr,R2yr Steers/Bulls,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/115,Cr,R3yr Steers/Bulls,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/117,Cr,R1yr Bulls/Steers,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/118,Cr,R2yr Bulls/Steers,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/119,Cr,R3yr Bulls/Steers,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/120,Cr,Breeding Bulls,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/200,Cr,Market Value,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/202,Cr,Calves,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/204,Cr,R1yr Heifers,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/206,Cr,R2yr Heifers,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/207,Cr,R3yr Heifers,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/208,Cr,MA Cows,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/212,Cr,Bobby Calves,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/213,Cr,R1yr Steers/Bulls,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/214,Cr,R2yr Steers/Bulls,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/215,Cr,R3yr Steers/Bulls,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/217,Cr,R1yr Bulls/Steers,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/218,Cr,R2yr Bulls/Steers,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/219,Cr,R3yr Bulls/Steers,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/220,Cr,Breeding Bulls,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/300,Cr,High Priced,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/302,Cr,Calves,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/304,Cr,R1yr Heifers,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/306,Cr,R2yr Heifers,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/307,Cr,R3yr Heifers,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/308,Cr,MA Cows,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/312,Cr,Bobby Calves,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/313,Cr,R1yr Steers/Bulls,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/314,Cr,R2yr Steers/Bulls,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/315,Cr,R3yr Steers/Bulls,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/317,Cr,R1yr Bulls/Steers,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/318,Cr,R2yr Bulls/Steers,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/319,Cr,R3yr Bulls/Steers,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/320,Cr,Breeding Bulls,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/400,Cr,Bailed,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/402,Cr,Calves,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/404,Cr,R1yr Heifers,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/406,Cr,R2yr Heifers,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/407,Cr,R3yr Heifers,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/408,Cr,MA Cows,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/412,Cr,Bobby Calves,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/413,Cr,R1yr Steers/Bulls,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/414,Cr,R2yr Steers/Bulls,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/415,Cr,R3yr Steers/Bulls,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/417,Cr,R1yr Bulls/Steers,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/418,Cr,R2yr Bulls/Steers,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/419,Cr,R3yr Bulls/Steers,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/420,Cr,Breeding Bulls,Dairy Cattle Sales,Unknown,Unknown,,,,,,,,,,
004/800,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/802,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/804,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/806,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/807,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/808,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/812,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/813,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/814,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/815,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/817,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/818,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/819,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/820,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/822,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/824,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/826,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/827,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/828,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/832,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/833,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/834,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/835,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/837,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/838,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/839,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/840,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/841,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/842,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/843,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/844,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/845,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/846,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/847,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/848,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/849,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/850,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/851,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/852,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/853,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/854,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/855,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/856,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/857,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/858,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/859,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/860,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/861,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/862,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/863,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/864,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/865,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/866,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/867,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/868,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/869,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/870,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/871,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/872,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/873,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/874,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/875,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/876,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/877,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/878,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/879,Cr,Deaths and Missing,Dairy Cattle Sales,Income,Death and Missing - Dairy,,,,,,,,,,
004/900,Cr,Killed for Own Use,Dairy Cattle Sales,Income,Killed for own use - Dairy,,,,,,,,,,
004/902,Cr,Killed for Own Use,Dairy Cattle Sales,Income,Killed for own use - Dairy,,,,,,,,,,
004/904,Cr,Killed for Own Use,Dairy Cattle Sales,Income,Killed for own use - Dairy,,,,,,,,,,
004/906,Cr,Killed for Own Use,Dairy Cattle Sales,Income,Killed for own use - Dairy,,,,,,,,,,
004/907,Cr,Killed for Own Use,Dairy Cattle Sales,Income,Killed for own use - Dairy,,,,,,,,,,
004/908,Cr,Killed for Own Use,Dairy Cattle Sales,Income,Killed for own use - Dairy,,,,,,,,,,
004/912,Cr,Killed for Own Use,Dairy Cattle Sales,Income,Killed for own use - Dairy,,,,,,,,,,
004/913,Cr,Killed for Own Use,Dairy Cattle Sales,Income,Killed for own use - Dairy,,,,,,,,,,
